Avg Deaths Per Year,County,Demographic clusters,Demoraphic cluster (5),Mortality Group,State,TARGET deathRate (bin),Avg Ann Count,Avg Household Size,Birth Rate,Incidence Rate,Med Income,Median Age,Median Age Female,Median Age Male,Pct Asian,Pct Black,Pct Emp Priv Coverage,Pct Married Households,Pct Other Race,Pct Private Coverage,Pct Private Coverage Alone,Pct Public Coverage,Pct Public Coverage Alone,Pct White,PctBachDeg18 24,PctBachDeg25 Over,PctEmployed16 Over,PctHS18 24,PctHS25 Over,PctNoHS18 24,PctSomeCol18 24,PctUnemployed16 Over,Percent Married,popEst2015,Poverty Percent,Study Per Cap,TARGET deathRate
884,Morris County,Cluster 1,Cluster 1,0,New Jersey,150,2795,2.72,3.635690867,488.5,100511,42,43.3,40.8,9.716334265,3.206795774,65.8,59.86962292,3.356737964,84,,19.8,7.5,81.55751196,20.6,29.8,64.7,25.9,22.5,12.2,,6.3,56.7,499509,5,122.1199218,150.3
424,Baldwin County,Cluster 1,Cluster 3,1,Alabama,170,1072,2.6,5.381477705,454.6,49626,42.2,43.3,40.9,0.669840765,9.601734308,42.6,53.93501026,0.958379672,67.6,51.3,33.7,17.5,86.43149635,8.6,19.3,55,33.4,28.8,17.7,,7.5,53.8,203709,13,14.72688983,174.3
95,Orleans County,Cluster 2,Cluster 3,1,New York,180,252,2.43,4.445372013,495.9,46577,42.2,43.3,41,0.566297033,6.053928538,44.2,48.97602398,1.424035636,67.8,47.9,41.4,20.5,89.5081035,6.2,9.6,49.9,38.5,39.8,23.3,,9,48.4,41582,15.5,0,184.2
119,Lawrence County,Cluster 2,Cluster 3,1,Indiana,190,275,2.44,5.305999397,466.2,45232,41.9,43.3,41.1,0.578425809,0.373248352,45.7,55.52070942,0.550050203,66.2,50.1,33.9,16.8,96.706247,7.9,9,56.3,33.8,42.9,22.9,35.4,6.3,56.6,45495,12.5,0,197.2
127,Clinton County,Cluster 2,Cluster 3,1,Iowa,190,305,2.36,4.6635126,483.1,48528,42.1,43.3,41.2,0.665770702,2.795409904,50.4,49.030747,0.5892691,74.3,55.6,36.2,16.5,93.62142045,7.3,13.9,61.1,32.1,36.3,17.6,42.9,4.8,52.1,47768,12.9,20.93451683,191.8
66,Overton County,Cluster 2,Cluster 3,1,Tennessee,220,137,2.45,3.83125269,470.1,35884,42.2,43.3,41.3,0.339366516,0.809954751,36.8,59.12515462,0,59.9,,41.7,24.1,97.67873303,3.8,8.2,47.8,44.7,43.7,14.3,,7.7,61.3,22129,18.9,0,220.1
60,Dinwiddie County,Cluster 1,Cluster 1,1,Virginia,180,138,2.74,5.697445973,414.5,52288,42.4,43.3,41.3,0.448239061,32.96335824,49.6,49.82392595,0.761294913,71.1,56.4,31.2,15.2,64.47883316,4.9,9.7,55.3,48.5,39.7,5.2,,9.7,45.1,27852,12.1,0,185.4
27,Oglethorpe County,Cluster 1,Cluster 3,0,Georgia,150,81,2.63,6.672760512,455.9,46840,42.4,43.3,41.4,0.313180828,16.19689542,40.5,54.51100686,1.756535948,62.2,49.6,35.3,20,77.93436819,9.7,10,53.9,39.2,36.1,19.5,,5.3,52.6,14871,15.8,0,150.6
120,Newaygo County,Cluster 1,Cluster 3,1,Michigan,190,236,2.58,5.713998795,393.2,41588,42.4,43.3,41.5,0.314393387,1.376251848,40.5,56.1044768,1.723958442,62.4,45.1,43.5,23.9,94.27637469,4.7,9.3,48.8,37.7,41.1,21.8,,10.1,55.8,47948,21,0,197
74,Geneva County,Cluster 2,Cluster 2,1,Alabama,200,176,2.47,5.630397237,488,34425,42.2,43.3,41.5,1.226925228,8.901734104,33.9,50.18597731,1.129964572,56.1,40,42.7,24.4,86.50009323,3.6,9.3,48.3,39.1,37.1,24.7,,11.2,52.3,26777,23.9,0,200.3
51,Currituck County,Cluster 1,Cluster 1,1,North Carolina,190,107,2.62,3.284671533,400.5,58024,42.6,43.3,41.8,0.449126245,6.197942185,40.3,60.02150538,0.440960314,71.4,55.1,25.1,10.4,90.27845827,3.8,15.6,60.6,49,29.3,19.3,,6.6,60.7,25263,11.2,0,199
33,Washington County,Cluster 2,Cluster 1,0,Illinois,160,98,2.46,6.077529566,510.8,54683,42.6,43.3,42.1,0.366604413,0.740125891,46.2,55.04587156,0.574116345,72.7,,33,18.1,97.12941827,7.3,13.8,61.5,24.5,35,18.5,,5.5,54.6,14270,10.2,0,162.6
111,Tallapoosa County,Cluster 2,Cluster 4,1,Alabama,200,248,2.48,5.462418119,454.4,36779,42.8,43.3,42.4,0.036449348,27.71122397,36.8,49.64161,0.826185211,61.1,43.5,43.2,23.5,70.29378174,2.8,11.3,47.8,32.6,34.4,21.7,43,9,50.2,40844,21.3,24.48340025,200.5
28,Bledsoe County,Cluster 3,Cluster 2,1,Tennessee,170,74,2.75,9.152139461,459.1,34948,42.9,43.3,42.6,0.175361683,4.186760193,30.8,58.16056462,0.116907789,54.2,36.1,46.1,25.7,92.46675435,0.5,6.1,41.7,46.9,42.8,25.4,,9.6,50.7,14502,28.5,0,171.4
26,Clay County,Cluster 3,Cluster 2,1,West Virginia,210,70,2.62,8.753056235,591,32961,43.3,43.3,43.4,0,0,32.6,58.09248555,0.043758889,48.7,33.7,52,32.5,98.04178974,0,5.8,39.6,51.1,49.1,19.5,,12.3,55.8,8910,25.1,4938.271605,212.9
42,Comanche County,Cluster 3,Cluster 3,1,Texas,190,86,2.62,9.379671151,432.1,38280,43.6,43.3,44.3,0.330323717,0.418410042,26.5,54.30748193,1.614915951,52,33.2,36.1,17.9,95.97739118,3.2,11.5,49.7,41.6,37,24.3,30.9,4.5,55.8,13430,19.7,0,197.7
39,Walthall County,Cluster 1,Cluster 4,1,Mississippi,200,77,2.58,4.465958776,402.1,31607,39.4,43.4,36.1,0.260381893,45.1862732,31.3,45.33935081,0.574175457,50.4,,42.3,24.7,53.19134731,0,6.6,46,29,41,9.8,,11.1,46,14638,26.4,0,202.5
7,Clay County,Cluster 3,Cluster 4,0,Georgia,150,18,2.57,14.87889273,405.8,27512,40.3,43.4,37.5,0,61.05025773,19.6,33.8123415,0.193298969,35.2,22.2,51.9,34.2,31.79768041,0,2.7,35.6,40.2,44.8,43.3,,19.2,38.4,3141,37.3,0,153.9
14,Dewey County,Cluster 2,Cluster 1,1,Oklahoma,200,31,2.57,2.164502165,451.5,50348,41.5,43.4,38.3,0.863664405,0.185070944,39.9,59.69746083,0.123380629,63.8,,32.8,19.1,88.73123586,2,17.6,54.9,31.3,42.3,35.8,,2.7,59.1,4995,12.4,0,202.1
53,Stutsman County,Cluster 2,Cluster 1,1,North Dakota,170,130,2.15,5.223193741,471,53333,40.6,43.4,38.4,0.488707535,0.521920668,51.2,45.31508664,0.830328336,77.7,60.3,27.7,11.5,94.46289619,7.9,19.3,64.6,31,35.5,14.4,46.6,2.5,50.8,21103,11.6,0,172.5
305,Richland County,Cluster 2,Cluster 3,1,Ohio,180,703,2.4,4.974134501,445.1,41948,41.3,43.4,39,0.710478122,7.479233436,43.1,47.42739538,0.530610243,65.4,46.9,40.1,21.1,87.02253254,4.6,10.5,51.4,40.9,41.2,21.2,,8.7,48.2,121707,15.9,188.9784482,186
31,Telfair County,Cluster 2,Cluster 4,0,Georgia,150,61,2.37,2.772573998,326.4,29244,40.3,43.4,39.2,0.060916179,40.36306043,29.9,44.56418983,1.169590643,41.8,33.3,46,32.8,57.87646199,1.2,5.4,32.4,50.9,49.3,33.2,,4.4,40.1,16400,33.7,0,159.8
48,DeKalb County,Cluster 1,Cluster 2,1,Tennessee,200,99,2.7,6.303030303,422.5,38595,41,43.4,39.4,0.619813006,1.449732115,38.7,51.71965318,1.654585566,56.9,43,40.7,23.4,94.78936863,1.6,9.3,48.3,49.6,43.2,9.2,,7.6,50.1,19182,20.1,0,202.8
28,Nowata County,Cluster 1,Cluster 3,1,Oklahoma,180,55,2.56,3.337783712,391.8,39706,41.4,43.4,39.6,0.293699668,1.970630033,38.4,53.36134454,0.86215064,58.2,43,37.7,21.4,68.97205116,2.6,10,50.7,38.6,42.1,21.2,,8.4,53.7,10539,16.1,94.88566278,189.7
36,Allen County,Cluster 3,Cluster 3,1,Kansas,190,1962.667684,2.39,8.708822416,453.5494221,39196,41.2,43.4,39.9,0.512193257,1.704762633,42.7,48.20957407,0.596284688,66,49,37.7,19.6,93.46380246,3.5,12.2,56.7,32.4,33.4,7.3,56.8,7,50.4,12717,18.2,0,196.4
206,Raleigh County,Cluster 2,Cluster 3,1,West Virginia,190,482,2.4,3.77850558,469.6,40270,41.6,43.4,40,1.188641025,8.28099321,33.6,49.67065294,0.52488757,60.6,36.8,44.6,24,88.30214159,8.3,12,45.5,41.1,39.5,11.9,,6.6,51.3,77510,17.7,12.90156109,198.2
35,Newton County,Cluster 1,Cluster 2,1,Texas,200,62,2.88,4.995038042,350,39135,41.6,43.4,40.2,0.590260698,20.9050664,30.2,46.42487047,0.196753566,58.5,,37.1,18.1,76.95875202,2.2,4.6,42.4,39.7,50.1,27.1,31,12.1,42.7,13986,20.2,0,200.7
117,Marion County,Cluster 2,Cluster 3,1,Illinois,210,271,2.4,6.338625621,533.4,44289,41.7,43.4,40.3,0.760377602,3.680331049,37.9,47.34207692,0.439674124,59.7,41.9,46,26.1,92.99624984,4.6,9.6,55.6,35,35.4,19,,9.6,51.4,38339,18.6,991.1578288,219.1
65,Union Parish,Cluster 1,Cluster 4,1,Louisiana,220,134,2.6,4.316239316,463.9,38998,41.7,43.4,40.3,0.18639329,25.89535348,36.4,50.46377833,1.189366707,56.1,40.6,42.4,24.5,71.29543336,4,8.2,45,42.7,44.9,25.2,,7.7,50.1,22477,22,0,220.2
58,Texas County,Cluster 1,Cluster 2,0,Missouri,160,134,2.67,4.813502813,385.3,33755,41.6,43.4,40.4,0.085486691,1.75636293,29.8,50.64593825,0.334175248,52.1,36.7,45.7,27.3,92.99397707,1.4,8.9,44.7,38.8,43.8,26.2,,8.1,48.4,25690,21.5,0,161.3
130,Boyd County,Cluster 2,Cluster 2,1,Kentucky,190,332,2.41,4.636200208,525,40224,41.9,43.4,40.5,0.400678701,2.727068299,40.2,50.45658567,0.130833861,61.7,43.3,42.4,23,94.74415847,3.6,10.3,46.3,32.7,35.9,22.2,,10.5,51.7,48325,23.1,269.0118986,198.2
263,Ashtabula County,Cluster 1,Cluster 2,1,Ohio,200,625,2.48,6.447299298,498.3,39757,41.8,43.4,40.5,0.472052677,3.406596711,43,47.3540756,0.484079497,61.7,46.9,39.1,22.6,93.25596079,2.5,8.9,50.7,41.9,44.9,25.4,30.3,8.9,48.2,98632,21.5,496.7961716,203.2
1037,Plymouth County,Cluster 1,Cluster 1,1,Massachusetts,170,3012,2.71,4.322689366,517.7,74576,42.1,43.4,40.5,1.271241123,9.01979626,56.7,54.00578752,2.385636941,76.7,61.6,33.4,17.4,84.85390555,12.7,22.1,62.4,34.5,29,11.1,,7.9,50.9,510393,8.5,25.47056876,176
44,Bienville Parish,Cluster 3,Cluster 4,1,Louisiana,220,98,2.35,7.939133311,508,33134,42.3,43.4,40.6,0.007154611,41.94748515,34,40.16167871,1.101810117,53.6,,44.2,24.3,55.59848322,5,7.1,46.4,39.6,42.7,20.3,35.1,10.1,43.4,13786,27.4,0,224
11,Scott County,Not Clustered,Cluster 1,0,Kansas,160,1962.667684,0.0221,6.629834254,453.5494221,56032,42,43.4,40.7,1.055194805,0,50.8,56.83060109,2.820616883,84.1,67.1,24.7,6.3,95.23133117,12.3,15.7,67.5,18.3,33.4,21,48.3,5.8,65.3,4964,8.3,0,160.5
69,Randolph County,Cluster 2,Cluster 3,1,Indiana,190,167,2.39,4.972375691,497.2,41577,42.2,43.4,40.7,0.058602907,0.367244882,40.2,51.54335644,0.476636975,60.9,44.6,38.3,20.9,97.13627129,4.8,7.3,55.8,41,44,20.7,,7.8,55.4,25172,16.1,0,198.5
28,Carroll County,Cluster 3,Cluster 3,1,Missouri,190,59,2.48,9.99000999,460.8,39017,42.4,43.4,40.9,0.087950748,1.220316623,41.3,52.73178808,0.593667546,68.8,50.7,36.5,16.8,95.56948109,6.7,9.8,55,32.3,49.6,16.9,,8.9,53.6,8992,16.5,0,197.3
86,Greene County,Cluster 1,Cluster 3,1,Indiana,190,185,2.54,3.957556639,445,41077,42.3,43.4,41.3,0.35959165,0.243790949,43.7,54.04750742,0.091421606,65.7,49.2,36.1,18.2,98.04662502,6.9,8.5,54,40.1,41.1,15.3,,7,54.4,32441,15.5,92.47557104,197.4
98,Person County,Cluster 1,Cluster 4,1,North Carolina,190,230,2.52,6.140350877,477.8,45841,508.8,43.4,41.5,0.430441648,27.37761703,37.9,45.40726776,1.533289185,60,45.4,39.3,22.3,68.76623707,5.1,11.3,53,28,35.5,22.2,44.7,11.9,47.6,39259,18.7,0,198.1
36,Appomattox County,Cluster 1,Cluster 3,1,Virginia,170,86,2.55,4.406073236,432.6,44397,42.3,43.4,41.6,0.111783272,20.28537612,44.5,54.81369078,0.24986849,68,52.5,35.3,18.7,77.50526039,5.8,10.1,53.3,45.2,36.1,10.8,38.2,6.6,54.3,15414,15.1,0,178.9
54,Pointe Coupee Parish,Not Clustered,Cluster 4,1,Louisiana,180,146,0.0256,4.275724276,507.4,44469,42.6,43.4,42,0.320028447,35.90096898,40.1,45.65665826,0.68006045,59.2,45.2,37.7,21.7,62.05440484,1.9,9.7,51.4,22.9,41.7,34.2,,8.3,45.3,22251,18.3,44.94180037,188.2
46,Iowa County,Cluster 2,Cluster 1,0,Wisconsin,150,120,2.43,5.031948882,424.1,58419,42.9,43.4,42.1,0.593209643,0.412301738,54.1,56.25967592,0.824603475,76.2,60.9,31.4,15.3,96.97084438,5.3,15.5,,50.1,36.3,9.9,,4.7,58.7,23813,8.9,0,157
202,Lewis County,Cluster 1,Cluster 3,1,Washington,190,427,2.52,4.603840773,430.4,44243,42.8,43.4,42.2,1.16135867,0.782625968,35,51.02151448,1.362643183,58.4,40.3,45.3,25,91.74468649,2.5,9.3,48.3,41.2,31.6,20.2,36.1,12.1,52.7,75882,17.1,342.6372526,194.8
17,Franklin County,Cluster 3,Cluster 4,0,Mississippi,150,48,2.36,7.715311005,467.5,36544,43.2,43.4,43,0.114547537,35.84065165,41.5,54.99848071,0,58.5,,36.6,21.3,63.59933817,2.8,10.5,51.1,38.6,37.3,14.2,,8.9,60.2,7743,20.5,0,157
124,Lyon County,Cluster 1,Cluster 3,1,Nevada,190,1962.667684,2.63,4.62962963,453.5494221,48576,43.2,43.4,43.1,1.306696092,0.936949494,38.6,51.96681008,5.42617651,61.1,44.5,37.5,19.1,85.73668622,0.2,11.1,48.6,36.7,30.2,30.2,,13.6,51.1,52585,13.7,0,195.7
12,Pitkin County,Cluster 2,Cluster 1,0,Colorado,50,64,2.28,5.170657157,318.5,73274,43.4,43.4,43.7,1.44087256,1.526980482,41.6,35.70673712,1.136624569,75.1,64.4,19.1,9.6,94.44316877,15.3,42.2,69,20,11.5,24.1,,7.7,38,17787,7,0,59.7
26,Madison County,Cluster 3,Cluster 2,0,Texas,160,60,2.32,8.393501805,403,39030,35.1,43.5,31.7,0.325191502,18.73825697,38.1,50.32759039,2.919497037,57.4,42.3,37.4,18.7,74.12198295,1.9,7.8,35.3,35.5,36.8,40.8,,5.7,43.3,14065,21.5,0,165.3
25,Caldwell Parish,Cluster 2,Cluster 2,1,Louisiana,200,57,2.48,2.079107505,467.6,36350,39.9,43.5,36.8,0.14014014,17.56756757,35,46.0656592,0,49.8,38,38.6,23.2,81.29129129,1,6.4,49.7,37.5,42.8,26.3,,10.2,46.4,9993,23.3,0,200.1
43,Colonial Heights city,Cluster 2,Cluster 1,0,Virginia,150,117,2.44,3.664122137,493.6,52355,40,43.5,37.7,3.499857265,13.05737939,43,42.69631298,1.741364545,74.6,53.4,32.2,12.5,79.65743648,14.6,13.7,54.9,44.2,35.2,14.1,27.1,8.3,47.4,17820,11.5,0,159.3
48,Morgan County,Cluster 2,Cluster 2,1,Tennessee,190,126,2.52,3.724928367,488.7,36390,40.8,43.5,38.4,0.032118932,4.313113701,39.2,57.421981,0.27530513,60.4,44.4,43.7,24.3,94.15435441,2.9,4,38.2,50.6,51.3,18.2,,8.5,51.7,21498,23.4,0,191.1
81,Fannin County,Cluster 1,Cluster 3,1,Texas,170,182,2.56,4.543403039,410.4,43211,41.3,43.5,39.2,0.551143771,6.803366125,37.8,53.81660264,1.825293351,59.5,,36.3,19.1,87.70890127,2.6,10,48.4,33.3,35.2,25.1,39,6.7,52,33693,17.1,1751.105571,179.1
13,Kearney County,Cluster 3,Cluster 1,0,Nebraska,130,39,2.34,12.76119403,440.9,56791,40.8,43.5,39.5,0.320659643,0.152695068,46.3,55.22226238,0.488624217,78.9,60.1,27.8,10.6,98.12185066,13.5,16.8,67.7,39.8,32.5,14.4,32.3,3.8,61.2,6585,9.6,0,136.4
58,Hertford County,Cluster 2,Cluster 4,1,North Carolina,180,136,2.48,5.896994065,434.1,30056,41.7,43.5,39.5,0.779711097,58.34701248,34.1,40.73517512,1.206500328,54.2,39.6,45.1,27,35.58765594,3.2,9,43.3,31.4,32.9,14,,13.7,40.1,24184,25.8,0,184.3
73,Preston County,Cluster 2,Cluster 3,0,West Virginia,160,183,2.52,4.038301415,435.3,41420,42.3,43.5,40.4,0.156762992,3.972315064,43.8,56.80724824,0.328314946,63.5,46.8,39.3,21.1,94.16427578,5.9,9,49.5,44.6,46.4,18,31.4,7,53.3,33940,17.6,0,169.8
192,Harrison County,Cluster 2,Cluster 3,1,West Virginia,200,449,2.48,5.060383303,506.6,42121,42,43.5,40.5,0.526102206,1.820342619,44,49.69820377,0.155076959,64,47.3,39.5,21.3,95.67378765,9.5,13.5,53,38.6,39.5,17.7,34.2,7.4,52.4,68714,13.9,160.0838257,206.7
95,Greene County,Cluster 2,Cluster 3,1,Pennsylvania,190,240,2.33,6.037875061,501.4,49897,502.8,43.5,40.7,0.218778006,5.071432337,49.9,50.06252605,0.548262955,71.4,54.5,36.2,17,92.21624756,8.1,11.6,46.6,42.9,47.3,10.7,38.3,6.4,49.4,37519,16.5,0,193.5
57,Wyandot County,Cluster 2,Cluster 3,1,Ohio,190,129,2.38,4.962066844,461.7,47905,42,43.5,40.8,0.146882094,0.191391819,56.2,52.26761016,0.685449771,77.1,,28.5,12.4,98.63355143,10.5,9.7,62.1,32.7,48.2,22.3,34.5,6.6,55.9,22243,10,0,190.6
48,East Feliciana Parish,Cluster 2,Cluster 4,1,Louisiana,210,135,2.43,4.203655352,570.8,41651,41.8,43.5,40.9,0.090657265,44.91060186,40.7,46.95113161,0.161168471,60.3,45.8,39,23.5,53.7446487,2.9,8.9,43.6,28.8,43.5,32.8,35.5,6.5,42.5,19696,20.4,0,212.2
37,Greene County,Cluster 2,Cluster 3,1,Illinois,190,87,2.43,5.104572847,488.4,39738,42.6,43.5,41,0.051844171,0.955414013,39.4,50,0.481410161,62,45.1,44.1,25.2,97.71885647,4.2,9,,38.4,40.9,20.3,,9.4,51.6,13241,16.2,0,197.6
221,Comal County,Cluster 1,Cluster 1,0,Texas,150,561,2.7,6.213794701,410.9,64533,42.4,43.5,41.2,0.862645446,1.968536846,43.7,61.43432459,3.178079444,70.6,54.4,28,12.5,90.98819714,8.5,22.9,56.9,41.3,25.5,13.7,36.5,4.9,59.4,129048,9.2,61.99243692,158.3
102,Wayne County,Cluster 2,Cluster 3,1,West Virginia,180,236,2.47,4.112005292,433.2,37242,42.5,43.5,41.3,0.132533314,0.361454493,37,47.52860823,0.214462999,54.6,39.7,45.6,27.1,97.9300706,3.2,7.5,43.3,43.3,40.9,13.4,,9.9,48.9,40971,20,24.40750775,183.8
26,Caldwell County,Cluster 3,Cluster 3,1,Missouri,190,62,2.39,7.368995633,508.2,43111,42.3,43.5,41.4,0.253220302,0.759660905,46.2,55.45087483,0.308268193,70.1,54.5,33.7,16.6,96.62005945,1.3,13.4,54.6,37,44,33,,5.2,58.6,9014,16.2,0,199.3
26,Brown County,Cluster 3,Cluster 3,1,Kansas,180,1962.667684,2.38,7.974481659,453.5494221,45781,42.5,43.5,41.4,0.566801619,1.751012146,41,50.87762067,0.16194332,66.7,48.9,37.9,18.8,86.00202429,13.5,12.1,60.3,28.3,39.8,21.4,,4.5,56.5,9776,17.3,306.8739771,184.2
36,Hamilton County,Cluster 2,Cluster 1,0,Iowa,150,94,2.36,2.258064516,449.8,53691,42.4,43.5,41.7,2.235732497,0.666797411,42.4,55.92105263,2.333790939,71.8,51.7,36.5,16.4,93.65235013,14.1,14.5,61.3,35,33.2,10.5,,3.8,59.2,15190,9.4,0,153.2
97,Okanogan County,Cluster 2,Cluster 3,1,Washington,170,250,2.42,4.204317269,461.8,37782,42.6,43.5,42.2,0.866156973,0.616955386,28.3,51.01389975,8.356721185,49.5,35,46.4,28.7,75.10645505,5.8,11.9,51.8,41.4,29.8,26.1,,8.9,54.1,41516,23.2,0,175.9
38,Delaware County,Cluster 2,Cluster 1,0,Iowa,150,102,2.48,5.807872282,451.7,55958,43.1,43.5,42.3,0.337008054,0.222768036,47.3,57.22070845,0.039984006,80.1,62.2,29.8,12.8,98.25783972,7.5,9.9,68.2,32,44.1,13,,3.6,57.8,17403,8.9,57.46135724,154.1
32,Torrance County,Cluster 1,Cluster 2,0,New Mexico,160,108,2.81,2.98792117,558.5,37311,43.3,43.5,43.1,0.025231817,1.26789882,24.8,50.52141527,2.889043083,42,30.1,52.1,36.8,89.53510377,2.3,10.4,41.6,30.9,34.2,32,,11.2,49.1,15485,27.6,64.57862448,164.3
33,York County,Cluster 3,Cluster 1,0,Nebraska,160,72,2.31,6.993486459,389.2,51335,41.3,43.6,38.2,0.224231465,0.933092224,44.1,55.1213419,0.701627486,77.4,58.2,28.9,11.6,95.60940326,5.3,19,65.5,25.8,32.6,13.6,55.3,2,56.5,13806,10.6,0,164.7
33,Bradley County,Cluster 2,Cluster 4,1,Arkansas,210,68,2.39,5.141916907,456.2,32734,40.6,43.6,38.2,0,28.95770123,25.2,46.67246629,9.07549527,46.5,,49.3,32.2,60.59253971,9.2,9.2,47.5,32.8,42.1,25.1,32.8,9.4,51.6,11094,27.4,0,214
8,Garfield County,Cluster 1,Cluster 3,0,Utah,100,26,2.75,3.098290598,399,45666,39.6,43.6,38.3,0.808838035,0.769382521,38,58.65219874,0.157822056,67.1,44.3,30.1,11.6,95.10751628,0.9,13.2,50.5,30.3,34.5,30.7,,8.6,59.9,5009,12.2,0,105.4
40,Saluda County,Cluster 1,Cluster 4,0,South Carolina,160,94,2.78,3.467781604,383,42286,41.2,43.6,38.5,0,26.23,33.6,49.82292109,10.11,54.7,39.5,38.6,22.1,62.335,4.4,8.8,50.6,39.4,39.2,25.3,30.8,9,47.5,20053,20.6,0,160.1
34,Crenshaw County,Cluster 3,Cluster 2,1,Alabama,190,68,2.56,8.330673476,391.8,34445,41.3,43.6,39.6,1.815181518,23.51126417,36.2,46.83262121,1.104893098,62.3,45.1,39,21.8,71.50236763,7.7,10,50.6,37.1,38,23,,9.7,47.7,13963,21.2,214.8535415,195.6
25,Nemaha County,Cluster 2,Cluster 1,0,Kansas,140,1962.667684,2.32,5.55836281,453.5494221,54149,41.6,43.6,39.7,0.246087213,0.885913968,50.2,56.80585044,0.147652328,80.4,63.9,28,11.6,97.19460577,10,16.8,67.1,42,41.9,13.6,,1.7,61.9,10227,9.9,586.6823115,147.7
18,Sullivan County,Cluster 3,Cluster 3,1,Missouri,190,37,2.56,10.31227306,425.4,36642,40.9,43.6,39.9,0.62960688,0.875307125,43,47.85031847,2.902334152,63.1,,35,17.9,93.84213759,5.7,8.2,54.4,43.9,47.3,23.9,,6,52.2,6353,17.7,0,196.5
70,McPherson County,Cluster 2,Cluster 1,0,Kansas,160,1962.667684,2.37,6.078625702,453.5494221,57878,42,43.6,40.2,0.680295364,1.046082319,56,56.52616402,0.994803774,80.7,,27.8,10.9,94.78326268,11.3,19.3,66,21.6,29.1,15.9,,3.1,58.9,28941,8.8,1209.356968,161.2
168,Grand Traverse County,Cluster 2,Cluster 1,0,Michigan,150,551,2.46,5.649660209,521.2,55592,41.7,43.6,40.2,0.714071207,1.373641652,46.7,51.77868993,0.384842115,73,54.6,33.7,15.1,94.57884258,9.5,18.9,59.9,31.2,26.9,12.3,,6.6,52,91636,9.7,556.5498276,151.8
111,Guernsey County,Cluster 2,Cluster 3,1,Ohio,210,237,2.51,3.383937884,473.4,41940,42.2,43.6,40.3,0.315449452,1.557058497,42.9,49.65291169,0.232170797,59.8,45.3,42.4,25.7,95.84868521,6.1,8.5,51.9,45.1,43.1,15.5,,11.7,50.8,39258,17.2,0,215.8
79,Alexander County,Cluster 1,Cluster 3,1,North Carolina,170,207,2.65,3.572800615,457.3,43043,42.1,43.6,40.3,1.014586361,5.592335432,39.2,52.90479346,2.196027773,63.9,48,39.2,20.9,89.37510092,2.2,9.3,53.4,33.5,39.4,12.9,,9,51.2,37325,16.4,0,174.4
120,Suwannee County,Cluster 1,Cluster 2,1,Florida,190,240,2.69,3.38904364,421.4,38177,41.6,43.6,40.5,0.318843904,13.53595596,27,49.34500607,1.167565088,48.9,33,47.9,27.4,82.76407845,2,8.8,44.5,40.8,40.8,29,,11.1,47.7,43760,23.7,0,198.7
115,Campbell County,Cluster 2,Cluster 3,0,Virginia,160,267,2.5,4.696595168,384.7,46663,42.4,43.6,40.8,0.847087908,13.97876827,48.5,54.12785095,0.667127172,70.3,53.8,33,15.5,81.80033447,11.3,12.3,58,32.3,36.1,16.3,,6,54.6,55086,14.5,0,160.1
130,Henry County,Cluster 2,Cluster 1,1,Illinois,180,326,2.44,5.728614138,494.7,51025,42.2,43.6,40.9,0.515205581,1.784174969,51,55.39414973,1.697973257,76.7,57.6,33.9,15,93.90173005,7.7,14.5,59.2,33.7,35.2,15.5,,5.8,56.8,49489,11.3,1050.738548,188.5
1269,Monmouth County,Cluster 1,Cluster 1,0,New Jersey,160,3887,2.67,4.571872443,529.6,87220,42.3,43.6,40.9,5.283819544,7.286251262,58.1,55.28066751,2.606228693,78.8,64.2,24.2,10.7,82.60289104,17.4,26.1,60.8,26.8,25.6,10.9,44.8,7.9,53.2,628715,8.2,146.3302132,168.6
38,Cedar County,Cluster 2,Cluster 1,0,Iowa,140,119,2.37,5,500.8,61423,42.1,43.6,41.3,0.614965986,0.391836735,52,57.38845144,0.288435374,81.4,60.7,31.3,12.7,97.25714286,9,15.5,67.2,32.8,37,12.5,,3,60.1,18340,7.9,0,147.9
199,Walker County,Cluster 1,Cluster 2,1,Alabama,230,429,2.54,5.931679153,495,37245,42.4,43.6,41.4,0.373162629,5.765817696,39.5,50.94523865,0.571879314,62.4,44.4,40.2,19.9,91.11690912,4.3,6.5,45.4,34.4,36.5,16.9,,11.4,51,65294,23.5,30.63068582,231.3
405,Butler County,Cluster 2,Cluster 1,0,Pennsylvania,160,1149,2.42,4.004308281,509.4,60851,42.7,43.6,41.5,1.079762398,1.163773837,58.5,55.70519362,0.135710785,81,64.7,27.6,11.2,96.32611517,10.3,21.1,60.8,32,34.9,8.9,,5.9,55.6,186818,8.9,48.17522937,169.7
69,Ouachita County,Cluster 2,Cluster 4,1,Arkansas,190,148,2.34,6.041591968,426.8,34971,42.7,43.6,41.6,0.155725922,40.18527392,33.9,43.8495072,0.187669701,57.3,40,46.1,25.9,57.15141351,3.3,10.2,52.1,43.6,43.2,14.6,,8.3,48.2,24358,23,0,198.5
46,Tama County,Cluster 1,Cluster 3,1,Iowa,170,119,2.51,6.724330357,493.6,54957,43,43.6,41.7,0.26317295,0.509182448,48.1,56.56848306,1.287258997,75.2,57.4,32.3,14.1,88.68356313,10,11.2,60.1,40.1,41,16.5,,5.6,58.5,17337,12.9,0,171.6
